Iteration,X1,X2,X3,X4,X5,X6,X7,X8,X9,F1,F2,F3,F4,F5,F6,F7,F8,F9,weighted_sum,Fitness,Nc
72,4.5434,0.0,17.5774,17.6616,10.0832,30.0,14.699,17.8114,0.0,4.716817,8.719028,3.523157,8.939778,6.795399,10.134778,6.592668,10.190898,5.699995,0.6198,0.118,6
73,24.8039,0.0,0.0,0.0,0.0,30.0,30.0,19.513,0.0,5.473731,6.599128,3.510422,4.874224,6.920056,9.048295,7.417452,13.320312,3.435553,0.6244,0.1777,3
74,0.0,30.0,30.0,0.0,0.0,22.6612,30.0,4.3845,0.0,5.326399,11.214202,4.04564,6.829428,7.811774,9.532291,6.927486,7.877848,4.981376,0.5804,0.0649,6
75,0.0,22.7484,30.0,22.283,0.0,16.2524,19.9174,0.0,0.0,4.777674,12.096734,3.629303,7.377843,6.1789,12.842292,5.405423,8.64794,6.709626,0.6177,0.1212,5
76,0.0,21.2682,30.0,21.0834,6.3761,30.0,17.4804,0.0,12.7968,5.237057,8.530996,3.808852,7.103406,7.84512,10.258677,7.047808,8.284862,5.300738,0.6061,0.0808,7
77,0.0,0.0,30.0,0.0,0.0,30.0,17.9217,16.4796,0.0,5.521532,9.511328,4.111336,8.849475,6.731187,10.676506,6.723541,11.019206,5.857469,0.638,0.0645,6
78,0.0,19.165,30.0,30.0,8.9657,30.0,19.0607,6.3184,0.0,4.826016,7.790693,3.926497,7.429185,7.693706,10.288141,7.013834,8.055428,6.236925,0.6141,0.0933,6
79,12.8354,0.0,30.0,0.0,0.0,30.0,30.0,13.6339,0.0,5.765867,8.829222,4.252287,7.102405,6.813198,10.3175,7.50342,11.021852,4.611461,0.7108,0.0505,6
80,17.9929,0.0,30.0,0.0,0.0,30.0,30.0,12.7918,10.6326,6.082663,7.94091,4.230451,5.828217,6.908922,10.221444,7.575855,10.75675,3.837577,0.6931,0.0909,4
81,26.706,0.0,30.0,0.0,0.0,30.0,30.0,13.493,0.0,6.051521,6.432663,4.286396,4.04753,6.914155,10.137513,7.486108,11.020527,3.70424,0.5943,0.1782,4
82,10.2325,0.0,30.0,8.1448,0.0,30.0,30.0,14.707,6.6322,5.911171,8.85712,4.276982,7.488172,6.754408,10.126673,7.519466,10.927475,4.360701,0.5878,0.0505,5
83,11.9489,0.0,30.0,0.0,0.0,30.0,30.0,1.9888,1.2109,5.173993,9.303465,4.031659,7.273624,6.803023,11.398424,7.523096,11.021025,5.165122,0.6259,0.0769,6
84,11.1495,0.0,30.0,0.0,10.0001,30.0,30.0,15.8851,0.0,5.931636,8.703456,4.42677,7.437376,6.888046,9.422337,7.495044,9.77953,4.450364,0.5749,0.0379,5
85,11.729,5.5088,30.0,0.0,0.0,22.7061,25.356,14.1367,0.0,5.604439,11.028658,4.045745,7.419269,5.513662,12.059703,6.293283,10.917533,5.156316,0.651,0.105,6
