Iteration,X1,X2,X3,X4,X5,X6,X7,X8,X9,F1,F2,F3,F4,F5,F6,F7,F8,F9,Y,Fitness,Nc
76,4.0,3.3,12.9344,1.7,2.2,0.2,0.2,10.8296,1.695,8.2905,12.6203,15.2225,14.7066,28.11,44.3058,27.4859,18.8393,24.2596,0.3584,0.4031,0
77,3.1967,3.9,7.7956,1.7,2.2,0.2,0.2,9.8973,0.5,7.6185,13.0686,15.0833,18.4411,26.3132,43.1831,30.034,17.7931,23.2954,0.3435,0.4046,0
78,2.6158,3.3,7.5,1.7,2.2,0.2,0.2,21.2654,0.5,8.2873,12.5642,14.5329,15.7031,26.2562,43.8298,31.4627,17.8797,22.6429,0.3592,0.4069,0
79,4.0,3.9,11.7876,2.0,2.5,0.2,0.2,25.4348,0.5,12.3743,14.1698,15.7885,17.9441,32.241,38.1543,38.5302,20.7754,25.4739,0.2752,0.3379,1
80,4.0,3.9,12.7267,1.7,2.2,0.2,0.2,10.452,0.5,6.0903,13.0486,14.6454,17.4441,26.0964,36.1748,28.9386,17.6181,21.0197,0.3786,0.4379,0
81,4.0,3.3,9.8406,1.7,2.2,0.2,0.2,25.7804,0.5,5.9365,12.5518,13.4484,14.7962,25.9611,32.748,32.3281,17.461,20.1476,0.4044,0.4544,0
82,2.9895,3.3,14.1353,1.7,2.2,0.2,0.2,26.3681,0.5,7.3943,12.5466,15.398,15.4404,26.1461,38.7544,33.6817,18.095,22.059,0.3636,0.4156,0
83,4.0,3.9,10.6166,2.0,2.5,0.2,0.2,14.0805,0.5,12.6289,14.1738,15.564,17.9623,32.2722,41.2523,33.912,20.7093,25.6624,0.2814,0.3364,1
84,4.0,3.3,13.7251,1.7,2.2,0.2,0.2,27.0865,0.5,5.7884,12.543,14.2621,14.7979,25.9426,31.6686,33.0559,17.6988,20.2764,0.3995,0.4522,0
85,4.0,3.3,7.5,1.7,2.2,1.4,0.2,21.6277,0.5,19.5156,12.5335,13.0415,15.7122,35.938,27.9644,31.5488,17.7214,40.7082,0.3001,0.3201,0
86,4.0,3.3,10.3941,1.7,2.2,0.2,0.2,25.0123,1.4876,7.4915,12.6067,14.4471,14.7834,27.5454,38.8213,31.7205,18.4027,23.1551,0.3698,0.4159,0
87,2.9152,3.3,13.1231,1.7,2.2,0.2,0.2,15.3614,0.5,7.7055,12.5493,15.1218,15.3861,26.1865,42.0209,28.9053,18.0043,22.0666,0.3708,0.4181,0
88,3.3034,3.3,13.9718,1.7,2.2,0.2,0.2,17.1048,0.5,7.0125,12.5458,14.9784,15.1924,26.1031,38.6421,29.0475,17.925,21.5071,0.3827,0.4303,0
89,3.0673,3.3,11.9507,1.7,2.2,0.2,0.2,22.1744,0.5,7.3624,12.551,14.7458,15.3292,26.1468,39.4342,31.3656,17.8886,21.7483,0.374,0.4223,0
90,4.0,3.3,7.5,1.7,2.2,0.2,0.2,25.2121,0.5,6.0411,12.5581,13.186,14.8969,25.9728,33.4003,32.0441,17.384,20.3069,0.4043,0.4534,0
91,4.0,3.3,7.5,1.7,2.2,1.4,0.2,26.1919,0.5,19.493,12.5334,13.0781,15.7473,35.9297,27.1265,33.9709,17.7421,40.7116,0.295,0.3178,0
92,4.0,3.3,8.5169,1.7,2.2,0.2,0.2,24.7777,0.5,5.9949,12.5553,13.2745,14.8384,25.9688,33.2248,31.7803,17.4085,20.2177,0.4055,0.4544,0
93,4.0,3.3,9.8467,1.7,2.2,0.2,0.2,18.3268,0.5,6.0174,12.552,13.3965,14.7448,25.9757,34.3318,28.7878,17.4317,20.1432,0.411,0.4572,0
94,3.5784,3.3,10.9883,1.7,2.2,0.2,0.2,16.0239,0.5,6.7061,12.5511,14.0075,14.9916,26.0612,37.6788,28.4617,17.6222,20.8507,0.3961,0.4419,0
95,4.0,3.3,7.5,1.7,2.5,0.2,0.2,24.0423,0.5,12.7353,13.6781,14.3397,15.0835,26.5335,38.4521,35.3411,18.3122,20.1923,0.3403,0.3891,0
96,4.0,3.9,8.2462,1.7,2.2,0.2,0.2,25.697,0.5,5.9156,13.063,14.1773,17.8624,26.0855,33.0249,34.6288,17.4802,21.4853,0.3702,0.4363,0
97,4.0,3.3,15.0,1.7,2.2,1.4,0.2,7.854,0.5,19.6883,12.5164,14.4178,15.591,35.9398,30.7501,27.6179,18.1078,40.8475,0.2959,0.312,0
98,4.0,3.3,12.5531,1.7,2.2,1.4,0.2,22.3947,0.5,19.2937,12.5209,13.8115,15.5827,35.9142,26.6141,31.808,17.9445,40.5792,0.2987,0.3201,0
99,4.0,3.3,14.3089,1.7,2.2,0.2,0.2,26.2844,1.5772,7.563,12.6059,15.465,14.8161,27.749,38.5819,32.3134,18.7908,23.7894,0.3594,0.4078,0
100,4.0,3.3,9.5188,1.7,2.2,0.2,0.2,9.4945,1.4468,7.8568,12.6058,14.2037,14.7361,27.4934,43.1823,27.1299,18.2814,23.0066,0.3747,0.4183,0
