Iteration,X1,X2,X3,X4,X5,X6,X7,X8,X9,F1,F2,F3,F4,F5,F6,F7,F8,F9,weighted_sum,Fitness,Nc
46,9.0,5.0,6.6401,9.0,9.0,9.0,5.0,7.5036,9.0,37.739741,1.305321,37.116568,42.421314,616.60238,27.532043,6.032763,53.694532,11.084328,0.6145,0.3805,4
47,9.0,7.7245,9.0,9.0,5.0,9.0,5.0,9.0,9.0,18.954802,1.003768,27.963075,41.941325,79.923409,50.393543,5.553025,78.956272,15.17757,0.574,0.4461,5
48,9.0,5.3553,5.9925,9.0,9.0,9.0,6.6265,8.9488,9.0,34.291881,6.755607,27.869426,31.641495,295.310437,63.016985,6.843613,44.772973,8.068268,0.438,0.3718,4
49,9.0,5.0,5.5009,7.2093,9.0,9.0,5.0,8.5578,9.0,37.938193,0.902278,29.735228,31.186312,461.366413,36.249541,5.221191,26.936023,10.437744,0.4876,0.4349,4
50,7.2118,5.0,5.638,9.0,9.0,9.0,5.0,8.9886,9.0,38.139323,1.745355,27.127733,49.253938,107.878714,45.433225,5.756131,42.255007,7.311128,0.4585,0.45,3
51,9.0,5.0,5.0,9.0,7.4529,9.0,5.0,8.2005,9.0,36.391593,0.994075,34.082702,42.451362,288.849578,36.049147,5.945012,41.725054,8.58785,0.4939,0.3917,3
52,9.0,9.0,9.0,9.0,6.6465,9.0,5.0,7.8538,9.0,10.295993,0.870347,33.912177,42.014556,257.459321,32.167064,5.888156,80.405501,28.505563,0.5921,0.3758,5
53,9.0,8.8767,9.0,9.0,6.0489,9.0,6.8883,9.0,9.0,9.681934,16.741556,27.227567,29.146245,53.260001,68.228836,6.931214,73.308246,18.847603,0.4806,0.4089,4
54,9.0,9.0,9.0,7.1148,6.0298,9.0,5.0,9.0,9.0,10.147227,1.209554,25.951541,30.296379,114.347105,44.359044,4.964998,52.905194,26.07234,0.5112,0.44,4
55,9.0,9.0,9.0,9.0,9.0,9.0,6.6396,6.79,9.0,10.298135,5.192315,38.547922,31.305862,569.272829,31.814091,7.231788,78.683347,28.249684,0.6654,0.3381,5
56,9.0,9.0,9.0,9.0,9.0,9.0,5.0,5.487,9.0,11.382995,1.667785,43.324475,42.155668,848.524959,13.841732,6.266545,84.221523,35.439842,0.6799,0.4129,5
57,9.0,9.0,9.0,7.4097,9.0,9.0,5.153,6.681,9.0,11.328252,1.09341,37.951802,31.144093,716.4503,17.668367,5.58804,59.481754,33.64868,0.6583,0.4122,4
58,9.0,9.0,9.0,7.7356,9.0,9.0,6.6622,5.0,9.0,10.248319,6.1787,45.204281,23.861194,722.761947,17.349658,6.921312,58.901081,27.420036,0.4407,0.3765,4
59,7.7504,9.0,9.0,9.0,9.0,9.0,5.0,7.0125,9.0,11.488129,2.395877,36.745115,47.120362,366.788743,21.184117,6.069849,79.599371,29.861932,0.4601,0.3902,5
60,9.0,9.0,9.0,9.0,9.0,7.2616,5.3536,6.257,9.0,8.721954,0.998042,22.597849,40.160407,747.805179,19.318642,2.569325,82.352365,33.989381,0.4782,0.4819,4
61,9.0,9.0,9.0,8.4689,7.2048,9.0,5.0,5.5963,9.0,10.445789,0.836542,44.538148,38.032091,506.657329,13.041456,5.995888,71.575061,29.494003,0.5852,0.4214,5
62,9.0,9.0,7.0915,8.6974,9.0,9.0,5.0,5.9324,9.0,11.597776,0.893934,41.617213,40.024371,808.058892,15.028664,6.252041,53.00324,35.976417,0.6243,0.4162,4
63,9.0,9.0,9.0,7.3576,9.0,9.0,6.9549,8.3099,9.0,10.067484,10.138681,29.424095,20.193471,356.097919,49.232772,6.545795,53.448177,25.344634,0.4954,0.3428,5
64,9.0,9.0,8.8057,9.0,9.0,9.0,5.0,5.7141,7.2083,3.765996,1.533583,19.468275,11.524994,828.947578,13.239021,6.8697,72.617328,35.52224,0.4016,0.5,3
65,9.0,9.0,6.8944,6.4593,9.0,9.0,5.0,6.8041,9.0,11.633406,0.828983,37.15264,28.116135,712.741668,16.212585,5.42268,29.168943,34.524246,0.502,0.4591,4
66,9.0,6.7982,6.1667,9.0,9.0,9.0,5.0,5.0,9.0,27.888128,1.009377,47.291585,42.507127,882.900831,11.532967,6.434619,50.126676,17.626297,0.5934,0.4295,4
67,9.0,7.4308,8.2973,8.1267,9.0,9.0,5.0,5.0,9.0,23.230144,1.450331,46.382143,35.961039,883.952573,9.957734,5.934686,58.538963,20.272548,0.5925,0.4351,4
68,9.0,7.9694,7.1093,9.0,9.0,9.0,6.8297,6.1486,9.0,17.720948,9.788825,42.863644,30.007538,609.624563,27.80032,7.637316,52.618489,18.492736,0.5405,0.3268,4
