Iteration,X1,X2,X3,X4,X5,X6,X7,X8,X9,F1,F2,F3,F4,F5,F6,F7,F8,F9,Y,Fitness,Nc
57,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.7138,1.0,0.7023,0.7114,0.2567,0.265,0.2736,0.2825,0.2916,0.3011,0.3109,8.1203,0.3024,5
58,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.7052,1.0,0.7023,0.7114,0.2567,0.265,0.2736,0.2825,0.2916,0.3011,0.3109,8.1203,0.3024,5
61,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.7054,1.0,0.7023,0.7114,0.2567,0.265,0.2736,0.2825,0.2916,0.3011,0.3109,8.1203,0.3024,5
63,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.7055,1.0,0.7023,0.7114,0.2567,0.265,0.2736,0.2825,0.2916,0.3011,0.3109,8.1203,0.3024,5
65,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.7056,1.0,0.7023,0.7114,0.2567,0.265,0.2736,0.2825,0.2916,0.3011,0.3109,8.1203,0.3024,5
68,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.7057,1.0,0.7023,0.7114,0.2567,0.265,0.2736,0.2825,0.2916,0.3011,0.3109,8.1203,0.3024,5
69,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.7139,1.0,0.7023,0.7114,0.2567,0.265,0.2736,0.2825,0.2916,0.3011,0.3109,8.1203,0.3024,5
74,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.7059,1.0,0.7023,0.7114,0.2567,0.265,0.2736,0.2825,0.2916,0.3011,0.3109,8.1203,0.3024,5
77,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.7137,1.0,0.7023,0.7114,0.2567,0.265,0.2736,0.2825,0.2916,0.3011,0.3109,8.1203,0.3024,5
78,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.706,1.0,0.7023,0.7114,0.2567,0.265,0.2736,0.2825,0.2916,0.3011,0.3109,8.1203,0.3024,5
81,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.7061,1.0,0.7023,0.7114,0.2567,0.265,0.2736,0.2825,0.2916,0.3011,0.3109,8.1203,0.3024,5
86,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.7062,1.0,0.7023,0.7114,0.2567,0.265,0.2736,0.2825,0.2916,0.3011,0.3109,8.1203,0.3024,5
90,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.7063,1.0,0.7023,0.7114,0.2567,0.265,0.2736,0.2825,0.2916,0.3011,0.3109,8.1203,0.3024,5
93,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.7134,1.0,0.7023,0.7114,0.2567,0.265,0.2736,0.2825,0.2916,0.3011,0.3109,8.1203,0.3024,5
94,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.7133,1.0,0.7023,0.7114,0.2567,0.265,0.2736,0.2825,0.2916,0.3011,0.3109,8.1203,0.3024,5
97,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.7064,1.0,0.7023,0.7114,0.2567,0.265,0.2736,0.2825,0.2916,0.3011,0.3109,8.1203,0.3024,5
98,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.7065,1.0,0.7023,0.7114,0.2567,0.265,0.2736,0.2825,0.2916,0.3011,0.3109,8.1203,0.3024,5
