Generation,X1,X2,X3,X4,X5,X6,X7,X8,X9,F1,F2,F3,F4,F5,F6,F7,F8,F9,Fitness,Nc
87,1,3.7,15,1.9,2.1,1.4,0.4436,30,2.5,33.473,22.053,25.1646,19.1305,3.7311,61.1202,40.3012,27.9472,57.0272,0.1606,6
88,1.0281,3.2277,15,1.6447,2.3274,1.4,0.2482,29.3756,1.9958,32.9214,23.3532,22.9613,16.8977,16.9179,58.4784,38.2777,24.6847,49.7484,0.0367,1
89,1,3.7,7.5,1.6,2.1629,1.4,0.5,27.7041,1.3721,33.0461,22.2571,19.5673,19.3248,17.2783,49.0376,40.4077,20.9234,46.27,0.1118,3
90,1.15,3.4066,11.8306,1.885,2.385,0.9959,0.215,18.262,2.5,27.5609,12.6944,23.1029,17.2016,13.1993,68.5447,33.9808,26.503,45.44,0.1845,3
91,1.2226,3.6641,15,1.9,2.2545,1.27,0.3105,26.7852,2.5,30.9382,10.5836,25.33,18.7098,7.7157,62.7288,38.1487,27.9672,53.018,0.1947,6
92,1.15,3.4066,11.8306,1.885,2.385,0.9959,0.215,18.262,2.5,27.5609,12.6944,23.1029,17.2016,13.1993,68.5447,33.9808,26.503,45.44,0.1845,3
93,1.15,3.4066,11.8306,1.885,2.385,0.9959,0.215,18.262,2.5,27.5609,12.6944,23.1029,17.2016,13.1993,68.5447,33.9808,26.503,45.44,0.1845,3
94,2.4517,3.1,7.5,1.9,2.4,1.4,0.5,6,2.5,44.2427,15.6472,19.5755,16.0363,1.0298,63.4401,39.8169,25.5913,53.6458,0.3185,5
95,2.4517,3.1,7.5,1.9,2.4,1.4,0.5,6,2.5,44.2427,15.6472,19.5755,16.0363,1.0298,63.4401,39.8169,25.5913,53.6458,0.3185,5
96,1.9082,3.633,7.5,1.75,2.302,1.2995,0.2,6,2.3731,33.2694,15.2534,20.9305,18.4893,13.2357,65.6648,33.246,23.9494,50.7374,0.1462,4
97,1.9082,3.633,7.5,1.75,2.302,1.2995,0.2,6,2.3731,33.2694,15.2534,20.9305,18.4893,13.2357,65.6648,33.246,23.9494,50.7374,0.1462,4
98,1.9082,3.633,7.5,1.75,2.302,1.2995,0.2,6,2.3731,33.2694,15.2534,20.9305,18.4893,13.2357,65.6648,33.246,23.9494,50.7374,0.1462,4
99,1.9082,3.633,7.5,1.75,2.302,1.2995,0.2,6,2.3731,33.2694,15.2534,20.9305,18.4893,13.2357,65.6648,33.246,23.9494,50.7374,0.1462,4
100,1.7453,3.5203,7.7167,1.8184,2.3252,1.2226,0.201,14.2272,2.0016,29.9764,17.612,20.0847,17.8973,15.4205,58.686,32.9642,23.7568,46.7445,0.133,1
