Iteration,X1,X2,X3,X4,X5,X6,X7,X8,X9,F1,F2,F3,F4,F5,F6,F7,F8,F9,Y,Fitness,Nc
72,4.782,3.2927,4.2764,4.5861,4.6331,4.6335,3.7343,4.8112,4.2081,6.3212,22.4724,32.7322,59.2338,40.8574,44.0522,15.121,11.0624,4.6207,0.3088,0.2949,4
73,4.9099,4.3075,3.1307,3.2137,3.4021,4.5889,3.8001,4.2829,4.7417,14.8379,15.7829,48.0336,56.4005,38.2609,27.5061,16.9633,9.7306,5.0501,0.1957,0.2002,4
74,4.8546,4.133,4.226,3.4386,3.1567,4.942,3.8314,3.1457,4.1935,12.7694,12.088,38.0261,80.3483,38.8165,14.8061,31.6483,9.9874,5.6259,0.2573,0.2441,4
75,3.9727,3.3301,4.1538,3.8655,3.3826,3.5021,3.6265,4.2211,4.2793,5.566,9.0394,39.9779,10.7078,71.9142,20.7401,23.1342,14.4162,3.0772,0.4197,0.4225,3
76,4.1438,3.4006,3.4001,4.7721,4.6104,3.8286,3.8615,4.3126,3.5183,7.6295,11.5383,48.7562,21.1243,57.0431,27.5651,27.2503,13.1244,2.2459,0.328,0.3465,3
77,3.7526,3.4208,3.5225,3.2818,3.8891,4.0836,3.1943,3.3857,4.1293,4.2477,5.6018,49.0191,30.2834,76.5889,8.0169,31.2994,16.2077,1.5911,0.5219,0.4917,4
78,3.3583,4.7862,3.815,4.2407,3.4558,3.5345,3.2654,3.8584,4.7148,14.7216,5.8024,38.8292,11.6772,58.0548,12.3681,21.8052,16.3268,3.9212,0.3948,0.4104,3
79,3.5852,3.7515,3.8999,4.0382,3.257,3.7377,4.643,4.3451,3.301,19.9037,13.7088,46.7594,17.8024,70.3326,35.6488,27.3676,9.3035,4.2563,0.1976,0.2206,3
80,3.878,3.9322,3.9346,4.4676,3.1187,3.5551,4.9443,3.278,3.901,28.3959,6.8894,45.0967,12.5721,59.5865,24.4039,32.4471,5.6778,5.8185,0.3339,0.3465,5
81,4.8237,3.4259,4.3757,3.1807,4.0408,4.1848,4.4013,4.4858,3.2085,16.231,16.5339,36.2535,34.6784,51.7678,38.4462,26.0557,7.1071,6.0741,0.1647,0.1546,4
82,4.7977,4.826,3.0,4.8128,3.0163,3.0,4.8347,4.8397,4.813,37.198,18.7438,46.0654,0.6259,21.2493,50.702,6.772,3.0248,8.144,0.6338,0.5194,5
83,3.0856,4.2927,4.0075,3.6468,4.2482,3.1972,4.0641,3.5155,3.7963,15.1752,4.2341,39.8703,3.7567,73.9509,14.5875,32.7812,13.9003,3.5369,0.4121,0.4478,4
84,4.2147,3.2421,3.9545,3.1689,4.1077,3.1965,4.0582,3.9764,3.6095,10.6403,7.0526,44.0905,3.6599,72.1608,20.5404,30.3426,11.8199,3.3646,0.3774,0.4201,4
85,4.1287,3.8484,3.5927,3.2547,3.6542,4.7455,3.3841,3.5079,4.5092,6.5521,11.1065,46.2442,66.6554,62.9591,13.5673,26.679,14.6925,2.7244,0.3799,0.3449,4
86,4.1783,3.5588,3.922,4.6187,3.3066,4.2685,4.4223,4.2819,3.6578,15.0351,14.7997,46.1406,39.3358,54.5072,32.7263,26.6275,9.6464,4.1469,0.1234,0.1236,3
87,4.5924,4.1576,4.3386,3.8732,3.2008,3.6887,4.911,3.0464,4.2558,30.2883,6.3434,35.1528,16.1926,47.8344,22.794,30.5181,3.4764,7.9721,0.3805,0.3791,4
88,4.6907,4.0283,3.2076,4.9967,4.6238,4.6991,4.8343,3.4018,3.9157,27.3412,13.5246,48.5001,63.9746,28.0186,30.825,31.5382,4.0387,5.9109,0.2813,0.2577,5
89,4.795,4.2428,3.4577,4.1577,3.2708,3.2453,4.7888,3.3278,3.2242,29.3668,5.685,51.8065,4.9345,40.0145,21.3418,36.0649,3.7308,6.4858,0.465,0.4424,4
90,3.2908,3.6937,4.48,3.8329,3.5969,4.6687,3.0273,4.6181,3.7332,2.8221,19.7953,33.4174,61.5181,72.9874,32.6322,22.2798,17.4216,2.8423,0.3675,0.332,5
91,4.7334,4.7521,4.5778,4.5796,4.2646,4.4838,3.4389,4.2472,4.1995,15.1233,13.9453,24.0078,50.3948,25.6011,26.1115,23.573,12.0535,6.7669,0.2401,0.2402,3
92,4.5246,3.604,4.6823,4.2014,3.7636,3.2421,3.279,3.6916,3.2126,5.3093,4.0524,29.759,4.7472,56.1651,10.2909,34.8909,13.6031,4.719,0.4237,0.5132,3
93,3.1121,3.709,3.3395,4.6863,4.1418,4.1322,4.9873,4.5655,4.33,27.7967,19.6113,47.866,32.8674,65.2032,50.0089,16.774,6.5541,4.7833,0.331,0.2146,5
94,3.3504,3.3374,4.3019,3.1122,3.7593,3.9264,4.3571,3.9025,3.3566,14.0091,9.6723,39.1289,24.2831,81.4888,24.3101,32.0622,11.874,3.8688,0.2776,0.2514,4
95,4.2581,3.0593,4.379,3.9337,3.3337,3.6578,4.1649,4.8087,4.6629,10.1784,17.6289,32.8306,15.2552,66.3471,41.4459,10.1069,10.9664,4.89,0.3018,0.3575,4
96,3.4673,4.467,4.3795,4.8246,4.0509,3.0832,4.125,3.6604,3.1025,17.3944,4.85,34.1986,1.9931,55.115,16.7622,35.0073,13.002,4.736,0.3117,0.4247,3
97,3.92,4.8486,3.6399,3.5556,4.2323,4.253,3.1381,3.4644,3.1666,15.4783,6.8596,44.4667,38.0686,52.6418,10.4955,36.5507,15.6917,3.589,0.3348,0.3198,3
98,3.3482,3.816,4.8557,3.5682,3.15,4.7902,4.1055,4.5293,3.4247,10.6947,21.1849,24.1576,69.5023,70.878,38.8073,24.8339,13.4854,5.2227,0.3029,0.195,6
99,4.86,4.6426,3.5518,3.9705,4.2022,3.4694,4.9595,4.5151,4.0842,37.222,15.89,43.6682,9.9697,32.152,46.5226,20.0651,1.6644,8.1854,0.5134,0.4211,5
100,4.3974,4.0962,4.5028,4.6173,3.7644,4.4935,3.9431,4.374,3.5417,11.2095,16.0822,32.4685,50.9539,43.7621,31.355,26.5662,11.7794,5.1665,0.1312,0.166,4
