Iteration,X1,X2,X3,X4,X5,X6,X7,X8,X9,F1,F2,F3,F4,F5,F6,F7,F8,F9,weighted_sum,Fitness,Nc
55,11.2667,16.7206,4.4426,35.4329,5.9772,56.0353,44.1621,47.093,7.1442,5.754264,2.171564,4.023742,4.923063,2.389608,1.517006,3.91416,3.725844,5.701999,0.6596,0.1554,4
56,10.8274,50.3029,25.3514,41.345,28.3354,51.8681,57.1555,40.973,6.9555,5.714779,2.690578,5.771249,4.187984,2.938478,2.251382,2.603379,3.570372,4.629739,0.6433,0.0928,5
57,16.5177,22.4807,17.698,51.5552,35.1893,24.9468,25.2126,38.816,40.6905,3.094563,1.915376,3.785166,3.463063,2.448028,2.249714,3.826581,3.627355,4.030441,0.4795,0.2539,3
58,16.6597,42.9985,12.5893,46.7915,42.6789,52.0234,28.4665,40.9272,34.7318,4.095263,1.890153,3.798923,3.92052,2.517934,2.438818,3.604626,4.135939,3.808822,0.6018,0.2178,4
59,22.6675,45.1988,19.6706,47.7592,24.0149,39.1949,56.925,28.6267,9.7914,5.148365,2.293094,5.831547,3.741784,3.040377,1.9926,2.859139,3.646463,5.038697,0.6469,0.1444,5
60,28.5129,47.5637,24.2417,56.0184,25.5304,34.0838,55.1412,26.6965,11.8961,4.91896,2.038515,6.036271,3.246146,3.407504,2.28793,2.779808,3.617695,4.901519,0.6337,0.1862,5
61,42.8263,10.3195,57.193,14.7551,15.4904,58.2357,52.9912,48.3641,13.2922,5.951563,4.011566,3.622952,4.06285,2.55812,2.717657,2.545586,1.612066,5.10248,0.6061,0.1444,5
62,29.7892,49.5362,26.5997,47.105,28.6031,35.5341,52.5252,34.0589,7.7087,4.888613,2.62199,5.473289,3.45595,3.000226,2.44971,2.670987,3.348107,4.795664,0.6758,0.1404,5
63,2.8922,54.9743,26.1357,44.7661,31.6402,58.1105,56.4498,39.6847,15.0748,5.880046,2.435024,5.877547,4.223207,3.081914,2.367459,2.497305,3.818516,4.32014,0.5374,0.1183,4
64,16.8456,54.5332,31.9006,33.2905,27.2054,10.8955,48.3535,32.2014,27.146,4.190068,3.612655,5.208493,3.773164,2.253896,2.691017,2.177748,2.930561,4.311601,0.538,0.1422,4
65,28.1576,30.9574,10.8276,43.6326,35.369,57.1879,25.6206,51.1876,39.5794,4.17019,1.703387,2.955491,3.981567,2.340019,2.112168,3.9291,3.754832,3.897392,0.5392,0.2486,3
66,7.0639,20.4921,18.0978,46.7528,25.4082,37.9003,21.1016,49.0344,47.194,3.544583,2.110877,3.4685,4.096829,2.304807,2.241847,3.945235,3.566057,3.96176,0.5009,0.2232,3
67,0.0,11.2566,20.6726,43.727,10.4356,52.2304,31.4124,42.6412,0.8775,5.445529,2.001329,3.7061,4.741755,2.443817,1.84703,3.948125,3.715053,5.767837,0.5507,0.1597,3
68,40.9027,24.1638,27.8559,40.3383,13.2159,51.0846,8.3869,49.1579,5.4707,5.044015,2.300328,2.380545,4.096356,2.327641,2.390855,3.917492,3.117296,5.711368,0.58,0.2084,4
69,56.9588,36.3665,35.7515,33.5425,5.7818,46.8183,13.3044,41.2125,16.6148,4.707947,2.68718,1.821839,3.494726,2.206216,2.624545,3.494928,2.583391,5.749587,0.4963,0.2455,4
70,14.2868,29.2357,34.2206,45.5398,20.685,42.0081,44.856,13.5418,7.8404,5.104112,2.348963,4.729474,4.153564,2.651481,2.041921,3.141072,3.48421,5.506333,0.6214,0.1285,6
71,56.1507,25.0479,48.9154,15.2825,12.3772,18.1063,28.7892,59.3964,26.5289,3.910776,4.402813,2.148549,3.040076,2.055368,3.290456,2.925594,1.082171,4.882147,0.4616,0.3131,3
72,11.2528,40.6924,46.4145,30.776,8.0888,17.2372,1.5637,37.4821,40.5935,3.785741,3.810466,3.226726,4.250548,1.680542,3.100633,2.528226,2.357778,4.377285,0.5628,0.1988,3
73,18.6623,42.2829,14.3846,54.0465,17.717,48.923,52.2654,55.7048,29.8177,5.272953,2.008613,5.616537,3.829588,3.383288,2.278308,3.21702,3.572958,4.31644,0.5934,0.1686,5
74,38.5358,11.9604,3.738,29.2252,3.6841,17.5867,58.6471,53.975,35.0735,4.127536,3.116147,4.674973,3.623055,2.508235,1.636275,3.618725,2.677881,4.850697,0.5803,0.1504,4
75,45.3346,53.1455,0.8737,18.004,37.1798,16.0316,40.2833,34.8002,1.7825,3.833138,3.467135,3.621288,3.403841,1.967944,2.536436,3.061231,3.186002,4.964465,0.5876,0.1821,3
76,3.9315,20.4956,11.3153,35.508,37.983,8.6979,42.9926,41.468,55.8873,2.34416,2.734734,4.161931,3.687207,2.009854,1.960222,3.677715,3.422975,3.025593,0.4674,0.2735,2
77,35.8886,10.1063,28.7032,26.7487,45.3265,15.6838,21.8113,40.7453,33.9882,2.630173,3.195507,2.49873,3.321786,1.753579,2.517584,3.826892,2.897878,4.114423,0.4513,0.286,3
78,24.8319,38.4886,51.4715,16.0558,41.9889,10.7511,53.0763,36.3907,11.0118,4.040912,4.712921,4.837148,3.370201,2.211977,3.148179,1.960286,1.884562,4.070921,0.5688,0.1973,3
79,58.5934,40.0781,20.3292,36.3826,47.9403,35.6572,12.2042,41.152,1.5673,3.224644,2.550879,1.87774,2.486539,2.262444,2.846339,3.83603,3.089218,4.675377,0.5128,0.3114,3
80,40.5463,54.3933,32.5497,25.8131,52.8246,33.4959,32.7651,33.0751,25.9815,3.193944,3.463685,3.316215,3.017106,2.003868,3.159659,2.684934,3.086281,3.470733,0.515,0.2492,3
81,39.9666,15.9458,20.894,31.7883,2.7298,28.5037,48.2921,13.0118,23.523,4.385589,2.541081,3.859796,3.888799,2.202211,1.473592,3.637032,3.20885,5.897352,0.5796,0.1786,3
82,14.3936,27.41,21.8508,37.1677,30.2629,37.177,15.5668,40.2146,30.1598,3.932653,2.558584,3.089798,4.259697,1.930925,2.280803,3.736217,3.492538,4.752441,0.5582,0.1989,3
83,8.0932,20.2524,32.9984,38.757,17.3694,50.0192,21.6106,43.5655,16.46,5.11938,2.560189,3.247692,4.674783,2.183917,2.297526,3.606358,3.290521,5.374021,0.5864,0.1444,4
84,38.2576,12.6929,39.8,42.4278,4.3032,6.958,21.0666,24.1226,50.2671,2.96426,2.66282,2.890798,3.47778,2.081806,2.383169,3.465574,2.676577,4.523267,0.4664,0.2481,3
85,57.9495,12.9109,34.4047,57.3668,3.4636,15.0196,41.3082,37.2009,56.3672,2.727566,1.734883,3.544485,2.134232,3.226609,2.334533,3.749244,2.636065,4.02775,0.4485,0.3237,4
86,52.8413,14.9235,38.6798,39.4411,29.0481,41.7384,46.8565,43.7691,47.869,3.537958,2.612156,3.258877,2.86678,2.711421,2.333213,3.486775,2.488881,3.908401,0.4882,0.2401,3
87,12.0723,28.2362,17.249,58.665,26.9174,17.3879,5.2005,45.2276,28.4034,3.67176,1.867405,4.036935,3.522814,2.812714,2.640432,3.869662,3.654537,4.731793,0.5943,0.2242,4
88,33.3095,14.101,16.3847,41.3538,38.9366,40.3184,26.6824,19.3447,42.2734,3.175029,1.824794,2.883345,3.678949,2.120114,1.866996,4.161972,3.890478,4.359328,0.526,0.2745,2
89,38.9091,40.402,55.5189,36.2599,27.185,59.4737,20.9796,57.761,27.1942,5.305579,3.599541,2.791642,3.861175,2.564979,3.696212,2.514749,1.970715,4.100729,0.5345,0.1741,4
90,43.5684,28.0254,22.6713,57.2212,18.9536,49.7099,54.6191,51.0354,24.397,5.165809,1.617033,5.070253,3.092385,3.724342,2.118924,3.603372,3.308572,4.849394,0.6255,0.2202,5
91,38.9174,30.8499,13.7844,30.7057,15.8922,20.452,10.8704,45.7579,51.0903,2.870878,2.743509,2.348725,3.819625,1.677618,2.239988,3.846914,3.047303,4.208907,0.4242,0.2833,3
92,3.6014,38.4997,45.4218,32.0629,4.4816,22.8137,45.0206,31.5113,34.0908,4.476084,3.757328,4.723113,4.192561,2.169867,2.634316,2.308005,2.450177,4.627701,0.6131,0.1105,3
93,31.3134,22.5677,54.1885,40.2825,15.7191,32.9124,36.2139,58.4253,44.5673,4.066299,3.871456,3.78114,3.500895,2.620216,3.389364,2.607863,1.5996,3.657618,0.5489,0.212,4
94,52.0924,11.0919,56.4791,35.1622,32.5495,0.2411,41.6949,30.5868,53.9385,2.488745,3.734697,3.104717,2.423103,2.396554,3.088163,2.703244,1.52208,3.366614,0.4409,0.3241,3
95,37.2917,16.3411,44.4062,31.9363,10.6706,14.5183,10.6856,19.4076,6.944,4.120138,3.347858,2.590103,3.854445,1.825913,2.597631,3.229354,2.405982,5.982322,0.5143,0.209,3
96,48.4725,33.6137,30.6969,23.5118,1.8361,40.2718,0.5456,18.1789,1.1675,4.58284,2.753327,1.839167,4.070518,1.664626,2.183933,3.571172,2.988701,6.282123,0.5621,0.2551,4
97,36.7262,38.7138,38.8802,17.7152,57.4559,11.3539,54.9497,40.1609,10.2567,3.108269,4.222069,4.568019,2.631489,2.319489,2.982142,2.586197,2.451047,3.38145,0.5368,0.2465,4
98,57.2503,13.7953,9.394,39.2198,34.6331,55.7422,50.7441,27.7826,52.5973,3.480545,1.321812,2.908358,3.013219,2.647492,1.342398,4.248253,3.655771,3.973268,0.5511,0.3296,3
99,2.4945,34.9223,49.928,47.782,7.8401,12.6541,16.603,27.3328,33.7108,4.012351,3.206964,3.976064,3.841926,2.309737,3.113979,2.52225,2.491323,4.703689,0.5368,0.1412,2
100,7.0525,10.5382,2.7687,31.3393,19.9468,30.4212,50.3871,39.2524,32.9448,4.241671,2.701812,4.542838,4.36029,2.166477,1.483618,3.715868,3.445115,4.963371,0.6211,0.1601,3
