Iteration,X1,X2,X3,X4,X5,X6,X7,X8,X9,F1,F2,F3,F4,F5,F6,F7,F8,F9,Y,Fitness,Nc
55,0.8863,0.7377,0.8354,0.0778,0.9628,0.7478,0.1692,0.4889,0.9209,2.0719,-0.019,2.0978,0.9223,1.9715,-0.0346,0.9864,0.609,2.0372,0.549,0.5422,4
56,0.9393,0.3549,0.2356,0.9152,0.6769,0.0804,0.9748,0.918,0.62,1.9606,0.8869,0.9481,0.0089,1.8485,0.9641,1.9056,0.0089,1.6849,0.4623,0.5119,4
57,0.2178,0.2578,0.2825,0.3222,0.5588,0.1567,0.0219,0.2578,0.7734,-0.8897,2.2327,-0.8627,2.2048,-0.2352,2.2474,-0.9009,2.2327,0.3601,0.9882,1.0377,4
58,0.2209,0.4048,0.8155,0.2561,0.7459,0.4619,0.8047,0.3122,0.6733,0.445,1.2201,1.6025,1.3355,1.5378,1.118,1.5932,1.3113,1.3654,0.1753,0.2531,3
59,0.8144,0.9419,0.5429,0.0176,0.1937,0.5508,0.75,0.0685,0.4527,1.4083,0.6396,0.767,1.5088,0.2279,1.0724,1.3462,1.5088,0.51,0.3292,0.4395,2
60,0.7232,0.2357,0.5198,0.5164,0.6383,0.5557,0.001,0.0176,0.328,0.819,1.8564,0.2064,1.5208,0.603,1.4251,-0.2964,1.8675,-0.2167,0.5406,0.6699,3
61,0.8128,0.824,0.5507,0.9639,0.5968,0.1161,0.586,0.8538,0.6582,2.1372,-0.1428,1.5697,-0.0168,1.7197,0.8809,1.6898,-0.1428,1.8902,0.5347,0.6316,5
62,0.0571,0.9776,0.2588,0.3659,0.1138,0.6746,0.1389,0.3647,0.2571,-0.5704,1.2959,-0.5447,1.9575,-0.5702,1.3488,-0.5695,1.9675,-0.5447,0.8682,1.0341,2
63,0.1665,0.7067,0.6472,0.6032,0.488,0.7182,0.0048,0.9779,0.369,0.4375,0.5097,1.3099,0.7762,0.8208,0.4907,0.4349,0.5393,0.5605,0.5495,0.5793,0
64,0.6785,0.6609,0.884,0.6654,0.9239,0.9473,0.543,0.6387,0.3804,2.0714,-0.0214,2.2534,-0.0471,2.2109,-0.1671,1.6759,0.0321,1.308,0.6557,0.6916,4
