Iteration,X1,X2,X3,X4,X5,X6,X7,X8,X9,F1,F2,F3,F4,F5,F6,F7,F8,F9,Y,Fitness,Nc
61,40.4234,21.8658,29.5573,29.5311,38.0798,33.3908,33.8579,20.1651,25.1106,1.6048,2.1427,1.8717,3.9526,2.2083,2.6366,2.3995,1.7462,1.3501,0.2657,0.2155,2
62,30.8475,20.1378,34.1072,21.4374,38.4546,30.2738,32.2993,24.1122,34.0336,2.6732,2.2651,1.8529,3.0005,2.0695,1.7217,2.6848,3.0236,1.3318,0.3163,0.217,3
63,44.831,27.6536,27.5638,22.7082,33.3173,34.9453,33.0086,27.7342,22.0613,1.1894,2.6432,2.2352,4.0937,2.4142,2.6515,2.7825,1.0248,1.6096,0.2696,0.2312,2
64,28.2487,29.618,27.3885,21.483,39.7858,39.5249,39.6148,21.391,25.0617,1.3451,3.1605,1.5427,3.5566,2.2593,3.2201,3.4855,1.3143,2.3024,0.2428,0.1941,4
65,33.1676,24.111,31.0576,29.6844,39.2337,31.9981,35.9262,24.2207,28.2654,1.9922,2.3587,1.7279,3.464,2.1765,2.4574,2.6211,1.818,1.475,0.2004,0.179,2
66,31.2624,23.9418,26.7425,22.4803,39.0971,39.8762,34.8519,28.7948,22.0371,1.3544,2.5794,1.9875,3.5908,2.4501,2.3073,2.8369,0.9128,2.2798,0.238,0.2249,2
67,35.7581,21.7829,21.1683,24.7712,39.3314,25.8847,34.2207,25.1706,28.6064,1.5992,2.9679,2.4336,4.0364,2.1685,2.1374,2.5572,2.4949,0.8816,0.2894,0.2304,3
68,42.7507,26.7678,33.9037,22.4707,31.3952,26.6912,38.211,23.828,25.8019,2.3243,3.3216,1.8969,4.3098,2.1259,2.9368,3.4798,1.9585,1.2056,0.2488,0.1659,6
69,38.7079,20.1276,29.3872,24.3606,31.1254,25.7192,38.7021,29.4349,32.1611,2.0639,3.2741,2.4802,3.957,1.8252,1.8821,3.4461,2.8454,2.0365,0.2308,0.1225,5
70,26.5974,26.5636,32.2429,24.9694,37.1881,27.7893,32.1462,26.9059,20.8328,2.4758,2.1194,2.3402,2.4111,3.1035,2.5082,2.2615,1.1791,0.7214,0.2419,0.2888,4
71,44.7952,25.5625,30.8993,27.0766,34.8286,33.0453,39.9488,20.6639,34.381,1.6752,3.0117,1.6529,4.3324,1.5524,2.8024,3.4716,3.0295,2.1509,0.3149,0.1779,5
72,42.109,22.4594,29.8661,24.4465,35.7116,29.6185,36.338,23.4463,33.4706,1.741,2.8771,1.9156,4.3705,1.6973,2.1918,3.1041,3.062,1.4273,0.3284,0.1832,2
73,44.8146,26.6238,23.5426,24.4766,39.2839,25.5253,32.4738,23.3412,28.6543,1.1234,2.6278,2.4167,4.5304,1.9964,2.5866,2.4221,2.5352,0.7804,0.3584,0.2873,4
74,25.1992,23.7208,34.958,23.6638,35.9879,39.0841,34.3087,21.6852,28.135,2.7524,2.3241,1.5001,2.5109,2.5493,2.4041,2.8308,1.9484,2.231,0.1577,0.16,5
75,34.7392,24.8478,26.9107,20.1677,33.3095,27.7274,34.0504,22.6499,25.6965,1.806,3.1638,2.349,3.3502,2.5445,2.5829,2.9911,2.0574,0.7921,0.1753,0.214,4
76,38.3253,21.044,34.4101,20.9154,37.2144,29.4234,32.7671,24.602,29.2827,2.409,2.4248,1.855,3.9309,1.9676,2.0577,2.8087,2.4038,1.1179,0.3021,0.2162,3
77,44.0161,23.4375,31.2409,23.6585,38.2768,28.2509,31.6581,28.4366,25.176,1.7334,2.0953,2.3359,4.2697,2.117,2.2241,2.4315,1.6403,1.1234,0.2827,0.228,1
78,33.6201,29.3673,31.364,21.6047,33.0532,34.402,30.2271,29.5804,34.272,1.8855,2.1052,2.5037,2.6886,2.1891,1.9747,2.6427,2.3799,2.4023,0.1871,0.1554,4
79,44.6716,23.7112,34.336,26.3755,30.965,37.937,39.5206,21.1084,31.0405,2.2105,3.0009,1.3314,4.142,1.6945,2.7876,3.5603,2.5376,2.7946,0.3037,0.1844,6
80,33.6831,26.428,23.9395,27.1991,33.0084,34.3097,30.0881,24.6549,29.8954,1.5266,2.2468,2.4115,2.4108,2.5779,2.3699,2.1895,2.129,1.7443,0.1581,0.1809,4
81,26.9581,26.9395,33.0353,24.8056,35.4,27.4616,36.2673,29.9342,24.8934,2.5963,2.6753,2.4755,2.7679,2.7351,2.3803,2.9036,1.3272,1.487,0.1643,0.146,4
82,38.734,29.8167,23.185,24.5186,31.7472,34.1025,33.93,26.8915,25.0118,1.1926,3.0083,2.4173,3.7301,2.5006,2.6853,2.7705,1.2338,1.6579,0.2143,0.1976,4
83,39.4934,25.8169,30.1576,23.4518,37.7988,30.131,36.5876,20.5556,28.6501,1.6581,2.8842,1.9393,4.4237,1.9237,2.7903,3.0793,2.3871,1.2622,0.2913,0.184,3
84,34.308,27.1694,28.5455,23.8247,33.5582,32.2086,37.3278,24.515,21.2747,1.7277,3.1631,2.0042,3.4919,2.6664,2.9436,3.1438,1.1676,1.1866,0.221,0.2032,3
85,39.9424,23.5218,29.6124,20.0704,31.0391,38.1286,36.1862,23.0797,31.2751,1.6855,3.2217,1.65,4.0532,1.8391,2.3493,3.5179,2.5364,2.4396,0.2615,0.1528,5
86,31.7907,23.1983,22.7158,20.3628,31.487,31.1471,38.6484,23.3161,22.4562,1.9156,4.0096,2.1778,3.2,2.7696,2.7869,3.5573,1.5889,1.1631,0.1984,0.1595,5
87,36.7421,27.9984,31.2821,25.4435,35.9873,33.6316,33.4879,25.8941,21.6862,1.7241,2.2844,1.9733,3.6167,2.5639,2.7503,2.5378,0.9658,1.2586,0.276,0.2503,3
88,29.7765,28.214,27.6946,25.8756,38.8728,39.6942,33.2644,29.3214,32.0581,1.329,2.0623,2.1478,3.0882,2.0911,2.055,2.5326,1.9535,2.8843,0.2489,0.2039,3
89,31.6601,22.502,24.3682,23.8391,36.509,36.391,37.6408,23.1066,24.5563,1.5499,3.225,1.8388,3.4174,2.4528,2.6285,3.1583,1.5166,1.7367,0.1634,0.1408,3
90,44.1948,23.7188,20.1409,22.2599,37.7385,35.9829,39.4295,20.373,23.3117,1.1623,3.7145,1.8265,4.9481,2.0369,3.13,3.503,1.7122,1.6988,0.3186,0.1914,4
91,42.6669,24.3831,23.1061,24.2978,32.1299,28.0656,39.8319,20.7589,22.9244,1.5055,3.81,2.2592,4.293,2.3588,3.195,3.4566,1.9487,1.0921,0.2735,0.1877,5
92,29.1978,20.9746,24.7379,20.2294,34.448,38.5904,39.1936,28.6982,22.0472,1.6598,3.5281,2.0108,3.1713,2.5452,2.3561,3.6416,1.023,2.414,0.1901,0.1699,5
93,29.2647,29.2069,28.9273,24.174,30.7544,30.3767,36.6766,24.611,24.5519,2.1004,3.1961,2.2117,2.6636,2.8691,2.8512,3.0802,1.3733,1.2891,0.1377,0.1538,4
94,36.2686,29.3469,27.3538,22.4425,33.5435,31.6922,33.0991,28.3052,25.0474,1.4208,2.7078,2.5252,3.4799,2.501,2.5243,2.7576,1.2397,1.4549,0.2087,0.194,4
95,33.5877,26.7614,26.1148,24.3736,33.2975,31.367,33.8695,29.8401,24.5263,1.5995,2.7619,2.7248,3.1308,2.6676,2.3413,2.7005,1.2303,1.6245,0.1959,0.1685,3
96,35.033,29.5339,33.74,26.2731,38.6945,35.6079,36.6705,22.745,28.2056,1.9211,2.4501,1.4879,3.9269,2.003,2.8823,2.9202,1.6604,1.9069,0.2326,0.1726,2
97,41.0644,22.8423,27.5232,24.8578,32.9839,25.6242,33.3219,20.0393,30.8988,1.7437,2.7073,2.4888,3.755,2.1185,2.3842,2.6679,3.2118,1.1314,0.2976,0.1881,3
98,28.3161,20.2467,23.5429,25.7374,32.919,26.98,31.5879,24.3045,22.769,2.1558,2.6354,2.6544,2.0415,3.1907,2.2216,2.2378,1.7656,0.6237,0.1991,0.2654,3
99,31.9489,25.6526,23.5232,28.6884,32.701,33.697,34.0287,26.1048,30.6443,1.6662,2.7728,2.3254,2.659,2.499,2.2293,2.575,2.1351,1.869,0.1311,0.1171,2
100,38.9678,25.5245,34.4159,22.0056,35.7743,28.0222,34.5907,21.0862,23.2445,2.3498,2.7084,1.9411,4.0479,2.3794,2.8668,2.9079,1.8084,0.7233,0.25,0.2358,4
